ORDERDATE,PRICE,SALES,CITY,COUNTRY,PRODUCTLINE,CUSTOMERNAME,DEALSIZE,OCCUPATION,ANNUAL_INCOME,MONTH
2020-04-22,814.97,4323.2,Dallas,Canada,Automotive,Customer_4493,Large,Artist,79406.59,4
2020-04-23,343.96,4854.88,Philadelphia,USA,Electronics,Customer_4494,Small,Doctor,255558.32,4
2020-04-24,964.38,1516.79,San Jose,USA,Beauty,Customer_4495,Medium,Accountant,70715.59,4
2020-04-25,31.72,122.55,San Jose,USA,Toys,Customer_4496,Medium,Lawyer,121617.52,4
2020-04-26,771.02,2108.62,Dallas,Mexico,Home & Garden,Customer_4497,Medium,Teacher,48706.64,4
2020-04-27,965.9,3942.59,Chicago,Canada,Toys,Customer_4498,Small,Entrepreneur,111512.78,4
2020-04-28,345.52,828.6,San Diego,Mexico,Beauty,Customer_4499,Medium,Salesperson,68593.14,4
2020-04-29,651.63,4058.23,Houston,Canada,Beauty,Customer_4500,Small,Engineer,114486.03,4
2020-04-30,566.6,2764.08,New York,Germany,Books,Customer_4501,Small,Manager,161715.35,4
2020-05-01,763.89,6447.76,San Antonio,UK,Automotive,Customer_4502,Small,Entrepreneur,356096.02,5
2020-05-02,867.52,2574.51,Chicago,Mexico,Electronics,Customer_4503,Medium,Engineer,86310.0,5
2020-05-03,607.01,2833.55,Houston,Germany,Beauty,Customer_4504,Small,Teacher,53212.44,5
2020-05-04,817.75,4379.61,Chicago,USA,Food & Beverage,Customer_4505,Large,Manager,158596.89,5
2020-05-05,319.16,3172.5,Philadelphia,Germany,Jewelry,Customer_4506,Large,Manager,115428.19,5
2020-05-06,236.3,508.23,San Jose,UK,Food & Beverage,Customer_4507,Small,Doctor,142524.64,5
2020-05-07,436.36,2227.72,New York,UK,Toys,Customer_4508,Medium,Entrepreneur,218451.27,5
2020-05-08,680.96,2498.57,San Jose,UK,Electronics,Customer_4509,Small,Artist,36325.05,5
2020-05-09,195.37,341.99,San Antonio,Germany,Clothing,Customer_4510,Small,Student,16324.69,5
2020-05-10,683.55,1542.98,San Jose,USA,Books,Customer_4511,Large,Student,27452.08,5
2020-05-11,400.15,3776.43,San Diego,Mexico,Electronics,Customer_4512,Medium,Lawyer,225028.94,5
2020-05-12,797.62,1427.05,Chicago,USA,Sports,Customer_4513,Medium,Salesperson,45382.52,5
2020-05-13,46.47,124.83,Dallas,Canada,Sports,Customer_4514,Small,Engineer,65829.5,5
2020-05-14,671.3,4439.85,Los Angeles,Canada,Toys,Customer_4515,Medium,Entrepreneur,382472.35,5
2020-05-15,653.32,2542.78,San Jose,Mexico,Food & Beverage,Customer_4516,Small,Accountant,64807.0,5
2020-05-16,941.53,3204.78,San Jose,UK,Jewelry,Customer_4517,Small,Salesperson,57540.48,5
2020-05-17,716.23,4641.2,Dallas,Mexico,Beauty,Customer_4518,Large,Doctor,112827.05,5
2020-05-18,798.34,1444.24,Phoenix,Germany,Food & Beverage,Customer_4519,Medium,Manager,99415.05,5
2020-05-19,905.55,5401.68,Philadelphia,UK,Toys,Customer_4520,Medium,Artist,67574.14,5
2020-05-20,678.3,3641.29,Los Angeles,Mexico,Beauty,Customer_4521,Large,Entrepreneur,411978.4,5
2020-05-21,297.25,1831.64,Phoenix,Mexico,Clothing,Customer_4522,Medium,Salesperson,44495.94,5
2020-05-22,871.08,650.97,Philadelphia,Germany,Toys,Customer_4523,Small,Salesperson,53513.97,5
2020-05-23,750.1,3275.94,Phoenix,Germany,Sports,Customer_4524,Medium,Artist,28054.31,5
2020-05-24,430.19,1662.31,Houston,USA,Toys,Customer_4525,Medium,Lawyer,92609.35,5
2020-05-25,713.42,6355.09,San Diego,Canada,Jewelry,Customer_4526,Medium,Engineer,149295.45,5
2020-05-26,869.01,2917.29,Los Angeles,Mexico,Electronics,Customer_4527,Small,Engineer,119003.46,5
2020-05-27,975.9,6682.71,New York,USA,Sports,Customer_4528,Medium,Salesperson,67946.76,5
2020-05-28,952.83,3088.22,Los Angeles,UK,Automotive,Customer_4529,Small,Teacher,70619.94,5
2020-05-29,332.07,1912.61,Houston,UK,Books,Customer_4530,Large,Salesperson,88805.4,5
2020-05-30,427.48,2306.37,New York,Canada,Books,Customer_4531,Small,Salesperson,86470.03,5
2020-05-31,118.44,158.77,Dallas,UK,Food & Beverage,Customer_4532,Large,Artist,20992.37,5
2020-06-01,255.07,850.69,New York,Canada,Food & Beverage,Customer_4533,Large,Manager,94285.03,6
2020-06-02,883.6,3908.64,Phoenix,UK,Clothing,Customer_4534,Small,Artist,59294.32,6
2020-06-03,367.24,2913.51,San Diego,UK,Automotive,Customer_4535,Small,Entrepreneur,219091.71,6
2020-06-04,624.35,6289.79,Dallas,Mexico,Sports,Customer_4536,Large,Salesperson,98773.79,6
2020-06-05,669.31,980.74,Dallas,Germany,Beauty,Customer_4537,Large,Engineer,119886.43,6
2020-06-06,784.01,1626.55,San Diego,Mexico,Electronics,Customer_4538,Medium,Accountant,116958.42,6
2020-06-07,190.97,514.98,Philadelphia,USA,Home & Garden,Customer_4539,Small,Engineer,78130.18,6
2020-06-08,311.77,1150.22,Philadelphia,Germany,Automotive,Customer_4540,Large,Student,27959.36,6
2020-06-09,453.85,1259.54,Dallas,Mexico,Beauty,Customer_4541,Small,Lawyer,134629.89,6
2020-06-10,371.19,1711.14,Los Angeles,Germany,Beauty,Customer_4542,Small,Doctor,297912.96,6
2020-06-11,983.08,3115.62,Chicago,Germany,Jewelry,Customer_4543,Large,Entrepreneur,120959.9,6
2020-06-12,836.59,12911.54,Philadelphia,Germany,Electronics,Customer_4544,Large,Entrepreneur,282352.92,6
2020-06-13,484.89,2883.91,San Diego,UK,Electronics,Customer_4545,Small,Lawyer,214783.57,6
2020-06-14,880.48,1577.06,San Antonio,Germany,Food & Beverage,Customer_4546,Medium,Accountant,80284.97,6
2020-06-15,354.18,2860.55,San Diego,UK,Toys,Customer_4547,Large,Doctor,193616.81,6
2020-06-16,787.97,1784.24,Phoenix,Germany,Food & Beverage,Customer_4548,Small,Manager,198226.25,6
2020-06-17,231.44,551.77,Dallas,UK,Automotive,Customer_4549,Medium,Salesperson,59771.57,6
2020-06-18,774.6,5669.87,Philadelphia,Germany,Toys,Customer_4550,Small,Doctor,220814.42,6
2020-06-19,461.89,2080.93,San Jose,USA,Jewelry,Customer_4551,Small,Accountant,53817.78,6
2020-06-20,116.42,562.23,Los Angeles,Mexico,Jewelry,Customer_4552,Large,Teacher,73688.4,6
2020-06-21,280.53,321.46,Philadelphia,Germany,Jewelry,Customer_4553,Medium,Student,24722.52,6
2020-06-22,408.25,1258.26,Houston,USA,Food & Beverage,Customer_4554,Small,Doctor,180804.02,6
2020-06-23,751.8,3799.3,Phoenix,Mexico,Food & Beverage,Customer_4555,Medium,Doctor,103233.91,6
2020-06-24,82.25,176.36,Phoenix,Canada,Food & Beverage,Customer_4556,Medium,Student,23875.03,6
2020-06-25,662.95,3115.74,New York,Germany,Clothing,Customer_4557,Large,Salesperson,30886.05,6
2020-06-26,718.85,1770.41,San Jose,Canada,Books,Customer_4558,Small,Doctor,100240.72,6
2020-06-27,657.38,1406.92,Phoenix,Mexico,Jewelry,Customer_4559,Small,Student,24241.48,6
2020-06-28,763.06,333.5,San Jose,Mexico,Beauty,Customer_4560,Large,Student,17835.26,6
2020-06-29,186.39,291.36,Dallas,Germany,Electronics,Customer_4561,Large,Student,17878.31,6
2020-06-30,591.23,1700.11,San Diego,USA,Automotive,Customer_4562,Small,Artist,59196.29,6
2020-07-01,941.73,1269.37,San Diego,Germany,Food & Beverage,Customer_4563,Large,Accountant,53758.8,7
2020-07-02,614.68,2615.85,Chicago,USA,Toys,Customer_4564,Small,Artist,38804.33,7
2020-07-03,615.22,633.3,Dallas,Germany,Electronics,Customer_4565,Medium,Teacher,45977.28,7
2020-07-04,739.08,2818.38,Dallas,USA,Beauty,Customer_4566,Medium,Manager,145422.93,7
2020-07-05,339.87,1839.75,San Jose,UK,Clothing,Customer_4567,Large,Artist,59705.91,7
2020-07-06,703.47,1479.45,San Antonio,USA,Jewelry,Customer_4568,Medium,Artist,63268.15,7
2020-07-07,917.07,970.04,Philadelphia,USA,Sports,Customer_4569,Small,Accountant,67866.19,7
2020-07-08,20.79,227.77,Dallas,Mexico,Beauty,Customer_4570,Medium,Manager,81602.47,7
2020-07-09,871.41,2426.73,Philadelphia,Canada,Automotive,Customer_4571,Medium,Lawyer,93376.22,7
2020-07-10,226.43,183.74,Chicago,Germany,Jewelry,Customer_4572,Medium,Student,21392.27,7
2020-07-11,461.36,1294.72,Philadelphia,Mexico,Home & Garden,Customer_4573,Small,Entrepreneur,475629.98,7
2020-07-12,853.82,2479.81,Los Angeles,Canada,Automotive,Customer_4574,Large,Manager,98304.77,7
2020-07-13,825.67,3409.95,Los Angeles,Mexico,Beauty,Customer_4575,Small,Teacher,50269.66,7
2020-07-14,893.01,550.53,San Antonio,Mexico,Sports,Customer_4576,Large,Salesperson,37062.22,7
2020-07-15,941.01,4607.74,San Diego,Germany,Electronics,Customer_4577,Medium,Teacher,64222.81,7
2020-07-16,452.69,1396.23,San Antonio,UK,Toys,Customer_4578,Medium,Student,25198.09,7
2020-07-17,659.8,3320.89,Phoenix,Mexico,Home & Garden,Customer_4579,Medium,Manager,153581.06,7
2020-07-18,396.57,1957.72,Houston,Germany,Toys,Customer_4580,Small,Teacher,74445.21,7
2020-07-19,357.21,157.77,San Diego,USA,Electronics,Customer_4581,Medium,Teacher,59457.03,7
2020-07-20,437.28,1657.95,Dallas,Canada,Home & Garden,Customer_4582,Small,Lawyer,102857.7,7
2020-07-21,745.65,1701.54,San Antonio,Germany,Sports,Customer_4583,Small,Lawyer,129198.87,7
2020-07-22,506.43,4439.69,New York,UK,Toys,Customer_4584,Large,Manager,156115.9,7
2020-07-23,815.92,879.75,Houston,Germany,Sports,Customer_4585,Large,Student,24196.83,7
2020-07-24,747.77,4266.56,Houston,Germany,Clothing,Customer_4586,Large,Artist,51860.19,7
2020-07-25,30.27,89.25,San Jose,USA,Books,Customer_4587,Large,Engineer,121466.8,7
2020-07-26,633.94,1343.36,Chicago,Canada,Sports,Customer_4588,Small,Doctor,227478.17,7
2020-07-27,442.21,818.14,Houston,Canada,Food & Beverage,Customer_4589,Small,Entrepreneur,446596.2,7
2020-07-28,462.06,4471.6,Dallas,UK,Home & Garden,Customer_4590,Large,Doctor,217203.28,7
2020-07-29,820.19,7916.22,New York,Canada,Toys,Customer_4591,Large,Accountant,104502.1,7
2020-07-30,552.13,6463.81,Los Angeles,USA,Beauty,Customer_4592,Large,Lawyer,122280.22,7
2020-07-31,886.77,8986.9,San Antonio,UK,Jewelry,Customer_4593,Large,Manager,158163.74,7
2020-08-01,715.68,5203.66,Dallas,USA,Food & Beverage,Customer_4594,Large,Doctor,280438.82,8
2020-08-02,557.31,2265.55,San Antonio,USA,Books,Customer_4595,Large,Student,20785.98,8
2020-08-03,756.99,8680.28,New York,Germany,Sports,Customer_4596,Large,Entrepreneur,400596.88,8
2020-08-04,47.97,8.27,San Antonio,Germany,Beauty,Customer_4597,Medium,Doctor,244957.86,8
2020-08-05,36.81,8.27,Philadelphia,Germany,Sports,Customer_4598,Large,Entrepreneur,76786.79,8
2020-08-06,92.52,159.58,New York,Mexico,Books,Customer_4599,Large,Salesperson,70705.58,8
2020-08-07,443.19,472.46,New York,USA,Automotive,Customer_4600,Small,Student,16952.84,8
2020-08-08,243.1,1114.87,Los Angeles,Canada,Food & Beverage,Customer_4601,Large,Engineer,147058.73,8
2020-08-09,984.42,5326.91,Philadelphia,UK,Sports,Customer_4602,Large,Teacher,72456.3,8
2020-08-10,546.87,713.67,Houston,Mexico,Sports,Customer_4603,Large,Entrepreneur,99375.71,8
2020-08-11,665.79,960.63,Houston,Germany,Electronics,Customer_4604,Small,Student,16826.28,8
2020-08-12,286.03,1077.54,Philadelphia,Mexico,Automotive,Customer_4605,Small,Entrepreneur,317513.23,8
2020-08-13,328.58,2731.78,Dallas,Mexico,Toys,Customer_4606,Medium,Entrepreneur,205200.13,8
2020-08-14,342.11,187.31,New York,USA,Sports,Customer_4607,Small,Artist,22094.35,8
2020-08-15,701.75,3365.95,Los Angeles,USA,Food & Beverage,Customer_4608,Small,Artist,52498.49,8
2020-08-16,478.97,254.66,San Diego,Canada,Clothing,Customer_4609,Medium,Student,20817.68,8
2020-08-17,522.51,769.28,San Diego,UK,Books,Customer_4610,Small,Artist,26064.59,8
2020-08-18,596.08,3592.53,Philadelphia,UK,Beauty,Customer_4611,Medium,Accountant,106134.43,8
2020-08-19,771.12,2505.53,Philadelphia,Germany,Sports,Customer_4612,Medium,Engineer,142356.91,8
2020-08-20,99.47,512.04,San Diego,Canada,Toys,Customer_4613,Small,Manager,168357.21,8
2020-08-21,779.11,2146.47,Los Angeles,UK,Automotive,Customer_4614,Small,Student,27336.33,8
2020-08-22,567.6,298.32,Los Angeles,Mexico,Books,Customer_4615,Medium,Student,18247.36,8
2020-08-23,672.4,2084.09,New York,Mexico,Electronics,Customer_4616,Medium,Accountant,68450.11,8
2020-08-24,334.28,940.1,Philadelphia,UK,Home & Garden,Customer_4617,Medium,Lawyer,115449.68,8
2020-08-25,415.29,3179.41,Philadelphia,Mexico,Clothing,Customer_4618,Medium,Lawyer,210060.78,8
2020-08-26,238.85,188.8,Philadelphia,Mexico,Beauty,Customer_4619,Small,Artist,76875.02,8
2020-08-27,979.51,8541.96,Los Angeles,Germany,Home & Garden,Customer_4620,Large,Manager,163188.84,8
2020-08-28,502.03,2054.05,San Antonio,Mexico,Beauty,Customer_4621,Medium,Artist,72888.01,8
2020-08-29,996.12,3258.8,Chicago,UK,Food & Beverage,Customer_4622,Small,Salesperson,74708.94,8
2020-08-30,494.89,1602.35,New York,USA,Food & Beverage,Customer_4623,Medium,Salesperson,57136.19,8
2020-08-31,227.55,831.43,New York,Mexico,Electronics,Customer_4624,Large,Teacher,57030.46,8
2020-09-01,512.38,370.61,Dallas,UK,Clothing,Customer_4625,Small,Salesperson,35272.5,9
2020-09-02,49.2,116.83,Chicago,Mexico,Food & Beverage,Customer_4626,Small,Lawyer,85347.72,9
2020-09-03,905.72,8102.44,San Diego,Canada,Sports,Customer_4627,Large,Engineer,122592.8,9
2020-09-04,820.36,2498.98,San Jose,Germany,Food & Beverage,Customer_4628,Large,Salesperson,60690.02,9
2020-09-05,728.56,1559.78,San Antonio,USA,Books,Customer_4629,Small,Artist,53132.9,9
2020-09-06,613.73,1103.5,Los Angeles,Mexico,Automotive,Customer_4630,Large,Entrepreneur,300947.56,9
2020-09-07,584.04,1253.03,Los Angeles,UK,Home & Garden,Customer_4631,Small,Student,19160.64,9
2020-09-08,996.76,7636.22,Houston,USA,Automotive,Customer_4632,Large,Engineer,102830.33,9
2020-09-09,285.22,375.53,Los Angeles,Mexico,Toys,Customer_4633,Medium,Engineer,102368.42,9
2020-09-10,781.89,873.49,Phoenix,Canada,Beauty,Customer_4634,Medium,Artist,43305.63,9
2020-09-11,585.59,360.06,San Jose,UK,Toys,Customer_4635,Small,Student,27310.13,9
2020-09-12,976.12,4423.49,San Antonio,Germany,Home & Garden,Customer_4636,Small,Lawyer,156697.88,9
2020-09-13,829.53,1246.4,Los Angeles,Mexico,Books,Customer_4637,Small,Engineer,114328.01,9
2020-09-14,998.54,5894.4,Dallas,UK,Home & Garden,Customer_4638,Medium,Teacher,75820.8,9
2020-09-15,592.44,2026.92,New York,Mexico,Food & Beverage,Customer_4639,Medium,Artist,71974.02,9
2020-09-16,212.5,1161.53,Los Angeles,Germany,Automotive,Customer_4640,Small,Engineer,140138.0,9
2020-09-17,508.65,3464.93,San Antonio,Canada,Clothing,Customer_4641,Large,Manager,105100.65,9
2020-09-18,714.0,199.74,Phoenix,Germany,Beauty,Customer_4642,Small,Student,15524.74,9
2020-09-19,776.62,1397.73,New York,Germany,Food & Beverage,Customer_4643,Small,Salesperson,48274.68,9
2020-09-20,10.5,8.0,Houston,Germany,Food & Beverage,Customer_4644,Small,Engineer,85083.66,9
2020-09-21,509.98,4071.54,San Diego,USA,Jewelry,Customer_4645,Large,Artist,74561.62,9
2020-09-22,242.88,642.34,Phoenix,UK,Home & Garden,Customer_4646,Medium,Salesperson,75446.99,9
2020-09-23,876.16,3361.48,Los Angeles,Mexico,Food & Beverage,Customer_4647,Large,Teacher,43268.16,9
2020-09-24,161.38,498.22,Dallas,Canada,Clothing,Customer_4648,Medium,Salesperson,39476.5,9
2020-09-25,669.79,3333.93,New York,Mexico,Jewelry,Customer_4649,Medium,Manager,90237.9,9
2020-09-26,273.4,557.88,New York,USA,Books,Customer_4650,Large,Lawyer,187171.7,9
2020-09-27,362.98,2961.29,San Jose,Canada,Clothing,Customer_4651,Medium,Engineer,126187.26,9
2020-09-28,941.15,15152.7,Phoenix,USA,Sports,Customer_4652,Large,Doctor,271928.78,9
2020-09-29,248.04,1612.01,Dallas,Mexico,Electronics,Customer_4653,Medium,Doctor,288127.31,9
2020-09-30,104.05,98.43,Philadelphia,Canada,Clothing,Customer_4654,Small,Salesperson,44119.32,9
2020-10-01,78.59,364.92,Phoenix,Mexico,Toys,Customer_4655,Medium,Accountant,71684.07,10
2020-10-02,509.57,1210.04,Philadelphia,UK,Toys,Customer_4656,Large,Student,18604.84,10
2020-10-03,645.29,4608.27,Philadelphia,USA,Automotive,Customer_4657,Medium,Doctor,171752.31,10
2020-10-04,334.02,1615.14,Dallas,UK,Beauty,Customer_4658,Small,Accountant,114026.56,10
2020-10-05,693.36,6401.6,Dallas,UK,Beauty,Customer_4659,Large,Doctor,215022.51,10
2020-10-06,70.42,389.42,Phoenix,Mexico,Food & Beverage,Customer_4660,Small,Accountant,101673.43,10
2020-10-07,858.76,2124.57,Houston,Mexico,Jewelry,Customer_4661,Small,Student,22351.79,10
2020-10-08,818.4,1417.4,New York,Germany,Electronics,Customer_4662,Small,Entrepreneur,62986.06,10
2020-10-09,985.64,2395.36,Philadelphia,Germany,Home & Garden,Customer_4663,Large,Doctor,112839.1,10
2020-10-10,937.14,3891.56,San Antonio,Canada,Food & Beverage,Customer_4664,Medium,Manager,139929.99,10
2020-10-11,362.64,2134.03,San Antonio,Mexico,Clothing,Customer_4665,Small,Engineer,124691.01,10
2020-10-12,405.28,968.19,New York,USA,Beauty,Customer_4666,Large,Accountant,65073.14,10
2020-10-13,748.51,3801.04,Philadelphia,Mexico,Electronics,Customer_4667,Medium,Engineer,124971.86,10
2020-10-14,142.74,43.83,San Diego,Mexico,Beauty,Customer_4668,Medium,Artist,68639.95,10
2020-10-15,320.87,1622.26,Chicago,UK,Food & Beverage,Customer_4669,Large,Artist,44713.85,10
2020-10-16,127.36,447.18,New York,UK,Jewelry,Customer_4670,Large,Student,26196.29,10
2020-10-17,460.34,1611.12,San Antonio,Germany,Toys,Customer_4671,Medium,Accountant,78282.1,10
2020-10-18,556.48,2446.46,Houston,Canada,Food & Beverage,Customer_4672,Medium,Teacher,67134.03,10
2020-10-19,219.05,240.71,Phoenix,Canada,Clothing,Customer_4673,Small,Artist,65839.82,10
2020-10-20,36.37,72.67,Los Angeles,Mexico,Jewelry,Customer_4674,Medium,Student,29878.9,10
2020-10-21,722.16,1221.11,San Antonio,USA,Clothing,Customer_4675,Small,Artist,40723.8,10
2020-10-22,29.81,8.27,New York,UK,Books,Customer_4676,Small,Artist,44662.45,10
2020-10-23,973.67,692.22,Houston,USA,Toys,Customer_4677,Medium,Teacher,46624.8,10
2020-10-24,229.39,452.37,San Diego,UK,Electronics,Customer_4678,Large,Doctor,140814.61,10
2020-10-25,667.26,2962.21,San Antonio,Mexico,Home & Garden,Customer_4679,Medium,Salesperson,78537.65,10
2020-10-26,440.4,4246.49,San Antonio,Canada,Automotive,Customer_4680,Small,Entrepreneur,462670.52,10
2020-10-27,69.08,154.77,San Antonio,Mexico,Automotive,Customer_4681,Medium,Artist,43676.3,10
2020-10-28,477.46,1179.51,Phoenix,UK,Sports,Customer_4682,Medium,Artist,30790.67,10
2020-10-29,521.59,2825.43,San Jose,Canada,Food & Beverage,Customer_4683,Large,Manager,107062.93,10
2020-10-30,856.14,8762.34,Chicago,USA,Sports,Customer_4684,Small,Entrepreneur,254773.27,10
2020-10-31,735.03,2461.08,San Jose,USA,Home & Garden,Customer_4685,Small,Teacher,51626.01,10
2020-11-01,88.51,324.07,San Antonio,Germany,Toys,Customer_4686,Small,Engineer,81022.12,11
2020-11-02,217.07,579.65,San Diego,USA,Automotive,Customer_4687,Small,Accountant,101518.91,11
2020-11-03,318.77,573.25,San Antonio,Germany,Jewelry,Customer_4688,Large,Artist,20470.7,11
2020-11-04,125.24,316.04,Philadelphia,Canada,Electronics,Customer_4689,Large,Salesperson,67746.14,11
2020-11-05,462.33,1948.63,Dallas,Mexico,Books,Customer_4690,Small,Accountant,105563.68,11
2020-11-06,984.47,6152.48,Philadelphia,Mexico,Home & Garden,Customer_4691,Medium,Entrepreneur,169802.73,11
2020-11-07,519.47,1268.91,Phoenix,Canada,Sports,Customer_4692,Small,Accountant,92230.41,11
2020-11-08,744.46,956.55,Philadelphia,Canada,Electronics,Customer_4693,Medium,Doctor,233780.02,11
2020-11-09,686.11,3125.42,San Jose,UK,Beauty,Customer_4694,Small,Artist,59301.48,11
2020-11-10,851.41,1281.88,Houston,USA,Automotive,Customer_4695,Large,Accountant,81209.47,11
2020-11-11,223.57,1327.26,Philadelphia,USA,Clothing,Customer_4696,Large,Engineer,91192.02,11
2020-11-12,756.29,5613.75,Houston,USA,Sports,Customer_4697,Small,Engineer,135233.17,11
2020-11-13,882.54,3426.26,Phoenix,Germany,Beauty,Customer_4698,Medium,Artist,65506.76,11
2020-11-14,179.79,1129.95,Philadelphia,USA,Books,Customer_4699,Medium,Lawyer,134613.38,11
2020-11-15,353.33,1683.5,New York,UK,Sports,Customer_4700,Medium,Engineer,69271.73,11
2020-11-16,970.4,2442.41,Philadelphia,Mexico,Beauty,Customer_4701,Large,Accountant,55026.53,11
2020-11-17,782.98,1056.28,Philadelphia,Mexico,Toys,Customer_4702,Medium,Student,16414.14,11
2020-11-18,289.76,410.74,New York,Germany,Sports,Customer_4703,Medium,Engineer,112458.24,11
2020-11-19,568.3,301.23,San Antonio,UK,Automotive,Customer_4704,Medium,Entrepreneur,73247.98,11
2020-11-20,410.28,1518.37,San Jose,Canada,Sports,Customer_4705,Large,Lawyer,137277.57,11
2020-11-21,495.07,2527.01,Phoenix,Mexico,Beauty,Customer_4706,Small,Accountant,102723.98,11
2020-11-22,361.61,1504.95,San Diego,UK,Books,Customer_4707,Large,Teacher,51773.93,11
2020-11-23,286.54,826.9,Phoenix,Canada,Electronics,Customer_4708,Large,Manager,169230.05,11
2020-11-24,678.02,1686.22,San Jose,Germany,Home & Garden,Customer_4709,Small,Teacher,69818.68,11
2020-11-25,780.76,859.2,Phoenix,USA,Food & Beverage,Customer_4710,Small,Doctor,149165.43,11
2020-11-26,875.22,6830.27,Los Angeles,UK,Books,Customer_4711,Medium,Manager,164746.88,11
2020-11-27,163.78,864.7,Houston,Mexico,Jewelry,Customer_4712,Medium,Doctor,249555.33,11
2020-11-28,824.63,1964.14,Houston,Germany,Automotive,Customer_4713,Small,Manager,121669.01,11
2020-11-29,262.25,1571.78,San Jose,UK,Clothing,Customer_4714,Medium,Manager,97354.66,11
2020-11-30,433.06,1219.64,San Jose,Germany,Beauty,Customer_4715,Small,Student,22819.06,11
2020-12-01,902.43,3862.73,San Diego,Canada,Books,Customer_4716,Medium,Salesperson,94497.83,12
2020-12-02,459.96,7017.16,Chicago,UK,Toys,Customer_4717,Large,Entrepreneur,337827.53,12
2020-12-03,205.09,654.05,New York,USA,Food & Beverage,Customer_4718,Medium,Teacher,46916.9,12
2020-12-04,168.27,1342.61,San Antonio,Canada,Sports,Customer_4719,Small,Engineer,121448.12,12
2020-12-05,478.25,3451.3,Dallas,USA,Jewelry,Customer_4720,Small,Accountant,79904.21,12
2020-12-06,765.05,7073.67,Philadelphia,Germany,Sports,Customer_4721,Large,Lawyer,180559.9,12
2020-12-07,997.23,6125.31,Los Angeles,USA,Electronics,Customer_4722,Medium,Entrepreneur,380328.82,12
2020-12-08,789.53,6079.42,Los Angeles,Canada,Home & Garden,Customer_4723,Small,Doctor,202989.47,12
2020-12-09,878.24,3732.82,New York,Canada,Electronics,Customer_4724,Medium,Student,27209.76,12
2020-12-10,750.35,4059.43,Philadelphia,Canada,Beauty,Customer_4725,Small,Doctor,244431.12,12
2020-12-11,896.48,4168.69,San Diego,Germany,Beauty,Customer_4726,Medium,Salesperson,73055.13,12
2020-12-12,85.53,313.34,New York,Mexico,Sports,Customer_4727,Large,Lawyer,105634.78,12
2020-12-13,930.63,2115.97,New York,Germany,Sports,Customer_4728,Medium,Student,27539.24,12
2020-12-14,402.44,1549.56,New York,Canada,Sports,Customer_4729,Medium,Doctor,287181.12,12
2020-12-15,922.4,3375.03,San Jose,Germany,Food & Beverage,Customer_4730,Small,Salesperson,39587.56,12
2020-12-16,84.98,45.56,Phoenix,UK,Toys,Customer_4731,Medium,Accountant,84176.88,12
2020-12-17,718.09,561.96,San Antonio,UK,Clothing,Customer_4732,Small,Accountant,68122.21,12
2020-12-18,738.33,4600.09,Houston,Mexico,Jewelry,Customer_4733,Small,Doctor,250904.66,12
2020-12-19,996.94,10213.45,New York,Germany,Books,Customer_4734,Medium,Entrepreneur,374733.34,12
2020-12-20,771.17,4892.93,New York,Germany,Sports,Customer_4735,Small,Lawyer,103950.47,12
2020-12-21,388.75,831.29,San Jose,UK,Food & Beverage,Customer_4736,Large,Artist,72621.64,12
2020-12-22,561.68,4853.02,Chicago,Canada,Clothing,Customer_4737,Medium,Entrepreneur,131437.88,12
2020-12-23,372.89,3418.59,Phoenix,USA,Home & Garden,Customer_4738,Large,Accountant,105808.13,12
2020-12-24,204.06,1924.03,Phoenix,Canada,Electronics,Customer_4739,Medium,Lawyer,157686.66,12
2020-12-25,256.02,374.24,Dallas,Mexico,Food & Beverage,Customer_4740,Small,Salesperson,52979.06,12
2020-12-26,229.79,547.11,Dallas,USA,Clothing,Customer_4741,Large,Student,17373.59,12
2020-12-27,553.33,2696.96,Dallas,Canada,Automotive,Customer_4742,Large,Manager,91789.85,12
2020-12-28,907.1,6800.52,San Diego,Germany,Jewelry,Customer_4743,Small,Doctor,232378.11,12
2020-12-29,913.6,3789.01,Dallas,Germany,Electronics,Customer_4744,Medium,Teacher,62017.22,12
2020-12-30,64.22,485.06,San Diego,UK,Clothing,Customer_4745,Medium,Lawyer,100754.52,12
2020-01-01,89.1,238.46,San Diego,Germany,Automotive,Customer_4746,Medium,Engineer,70142.81,1
2020-01-02,252.67,818.15,San Diego,Germany,Sports,Customer_4747,Medium,Salesperson,35061.74,1
2020-01-03,262.51,1669.62,San Diego,Mexico,Sports,Customer_4748,Large,Artist,64626.04,1
2020-01-04,103.94,686.32,Phoenix,USA,Food & Beverage,Customer_4749,Small,Manager,162544.67,1
2020-01-05,394.58,2489.01,San Jose,Canada,Home & Garden,Customer_4750,Small,Engineer,65258.79,1
2020-01-06,591.85,4618.41,Chicago,Canada,Beauty,Customer_4751,Large,Artist,53616.2,1
2020-01-07,582.38,2496.69,Houston,Mexico,Books,Customer_4752,Small,Teacher,43387.05,1
2020-01-08,548.0,3556.67,Dallas,USA,Automotive,Customer_4753,Small,Accountant,113262.2,1
2020-01-09,345.29,2905.52,San Antonio,Germany,Books,Customer_4754,Small,Entrepreneur,458202.84,1
2020-01-10,709.39,5590.54,Dallas,Mexico,Automotive,Customer_4755,Large,Doctor,239646.6,1
2020-01-11,828.22,946.7,San Antonio,Germany,Electronics,Customer_4756,Large,Student,28892.83,1
2020-01-12,352.81,2232.08,San Diego,Canada,Jewelry,Customer_4757,Small,Artist,68687.18,1
